#user_id_fingerprint	#actor_id_fingerprint	#post_id_fingerprint	#post_timestamp	#action_timestamp	#user_timezone
1202276955820070505	-1428950390862516197	-8432208685017812922	1413331198001	1413359112000	Korea Standard Time
1202276955820070505	-446821485454662316	-8432208685017812922	1413331198001	1413332566999	Korea Standard Time
-6049300220088975952	-8723792737032620053	6956350410240584015	1413331198001	1413331588998	Eastern Standard Time
1202276955820070505	-8048791628815193264	-8432208685017812922	1413331198001	1413334187000	Korea Standard Time
1202276955820070505	-2858880490825247583	-8432208685017812922	1413331198001	1413333547999	Korea Standard Time
1202276955820070505	2461874926236584509	-8432208685017812922	1413331198001	1413333325998	Korea Standard Time
1202276955820070505	-2441542081851923873	-8432208685017812922	1413331198001	1413349278001	Korea Standard Time
1202276955820070505	6135545700395289149	-8432208685017812922	1413331198001	1413332920999	Korea Standard Time
1202276955820070505	-1365581848925752316	-8432208685017812922	1413331198001	1413333023001	Korea Standard Time
1202276955820070505	857642531177060275	-8432208685017812922	1413331198001	1413332975999	Korea Standard Time
1202276955820070505	7485546501046635789	-8432208685017812922	1413331198001	1413335026999	Korea Standard Time
1202276955820070505	1667935841377725949	-8432208685017812922	1413331198001	1413345514000	Korea Standard Time
1202276955820070505	-2280609278524486601	-8432208685017812922	1413331198001	1413333405999	Korea Standard Time
1202276955820070505	-4776476368449412225	-8432208685017812922	1413331198000	1413332582000	Korea Standard Time
1202276955820070505	578889778288203359	-8432208685017812922	1413331198000	1413364084000	Korea Standard Time
1202276955820070505	-5314160121284687984	-8432208685017812922	1413331198000	1413332623998	Korea Standard Time
-3107962047217958124	-719795814987627752	-3947162720726844817	1413331198000	1413347076998	Central Standard Time
1202276955820070505	2781951541714984384	-8432208685017812922	1413331198000	1413331375000	Korea Standard Time
3150743764774144557	4401400312334166382	6206317030425096006	1413331198000	1413331685998	Central Standard Time
1202276955820070505	2399783590870112964	-8432208685017812922	1413331198000	1413336180000	Korea Standard Time
1202276955820070505	3667694151079555950	-8432208685017812922	1413331198000	1413344464999	Korea Standard Time
1202276955820070505	-106954093931860712	-8432208685017812922	1413331198000	1413332427000	Korea Standard Time
-5454941575240721950	-2134392012685989742	-6376274369495375338	1413331198000	1413332394999	Eastern Standard Time
5085799520401766453	-5247577391050397220	-4422891371250242315	1413331198000	1413331293999	Venezuela Time
1202276955820070505	-3450499621738464539	-8432208685017812922	1413331198000	1413332554001	Korea Standard Time
1202276955820070505	4163546572163903696	-8432208685017812922	1413331198000	1413365009000	Korea Standard Time
1202276955820070505	3974788824475975887	-8432208685017812922	1413331198000	1413332642999	Korea Standard Time
1202276955820070505	-4343262229578433617	-8432208685017812922	1413331198000	1413342669999	Korea Standard Time
1202276955820070505	-131080810793424069	-8432208685017812922	1413331198000	1413337020001	Korea Standard Time
1202276955820070505	6644824978458226936	-8432208685017812922	1413331198000	1413350892000	Korea Standard Time
1202276955820070505	-878138327068297541	-8432208685017812922	1413331198000	1413336876001	Korea Standard Time
1202276955820070505	-7837469056894744256	-8432208685017812922	1413331198000	1413349838998	Korea Standard Time
1202276955820070505	8447439205591556023	-8432208685017812922	1413331198000	1413359592999	Korea Standard Time
1202276955820070505	5661469219157581483	-8432208685017812922	1413331198000	1413342116999	Korea Standard Time
1202276955820070505	-2682853041312282228	-8432208685017812922	1413331198000	1413335444998	Korea Standard Time
7193440364563967478	-7492480497141498390	5765216887959935247	1413331198000	1413402363999	Eastern Standard Time
1202276955820070505	3875076875542728221	-8432208685017812922	1413331198000	1413342836999	Korea Standard Time
-4228443291362628257	-6825078654154092350	5181505949551622304	1413331198000	1413331689001	Mountain Standard Time
1202276955820070505	8153151273040148105	-8432208685017812922	1413331198000	1413348922999	Korea Standard Time
8131007418801685480	3645953183845712292	-1781058472256355341	1413331198000	1413331419000	Eastern Standard Time
1202276955820070505	-1576854232027982222	-8432208685017812922	1413331198000	1413334234001	Korea Standard Time
8131007418801685480	-5207830446685864443	-1781058472256355341	1413331198000	1413344508001	Eastern Standard Time
1202276955820070505	-8978979108180728828	-8432208685017812922	1413331198000	1413361352999	Korea Standard Time
1202276955820070505	-3039290604802252347	-8432208685017812922	1413331198000	1413332484001	Korea Standard Time
1202276955820070505	4075621278711506937	-8432208685017812922	1413331198000	1413334049001	Korea Standard Time
1202276955820070505	5020189886504374412	-8432208685017812922	1413331198000	1413332843999	Korea Standard Time
1202276955820070505	7027932501863070217	-8432208685017812922	1413331198000	1413342877998	Korea Standard Time
1202276955820070505	-1574935219814706332	-8432208685017812922	1413331198000	1413332689001	Korea Standard Time
1202276955820070505	8737774986815446272	-8432208685017812922	1413331198000	1413337358998	Korea Standard Time
-3107962047217958124	-6258663138332702135	-3947162720726844817	1413331198000	1413331458999	Central Standard Time
1202276955820070505	-8578234084138946206	-8432208685017812922	1413331198000	1413334180000	Korea Standard Time
1202276955820070505	541982471407412493	-8432208685017812922	1413331198000	1413336381999	Korea Standard Time
1202276955820070505	7646687632267799669	-8432208685017812922	1413331198000	1413337267001	Korea Standard Time
-3107962047217958124	-8849054792621172960	-3947162720726844817	1413331198000	1413331255000	Central Standard Time
4635034173526949462	4750241083419180139	-3629043651139907137	1413331198000	1413333063000	\N
1202276955820070505	951994561170269503	-8432208685017812922	1413331198000	1413344460000	Korea Standard Time
1202276955820070505	-9190589960258301366	-8432208685017812922	1413331197999	1413333488998	Korea Standard Time
1202276955820070505	8639920792242600778	-8432208685017812922	1413331197999	1413332820999	Korea Standard Time
1202276955820070505	1727836802106601633	-8432208685017812922	1413331197999	1413332567000	Korea Standard Time
8131007418801685480	8372545776957893866	-1781058472256355341	1413331197999	1413351912001	Eastern Standard Time
8374398238266082317	-394190536661478989	5699126584787008686	1413331197999	1413331459000	Central European Time
8131007418801685480	7508315921045662188	-1781058472256355341	1413331197999	1413344210999	Eastern Standard Time
7193440364563967478	2035313116541397715	5765216887959935247	1413331197999	1413334470000	Eastern Standard Time
8131007418801685480	-7275932899296328777	-1781058472256355341	1413331197999	1413352044999	Eastern Standard Time
8131007418801685480	-348262611041372719	-1781058472256355341	1413331197999	1413332532999	Eastern Standard Time
1202276955820070505	-4074815839033707324	-8432208685017812922	1413331197999	1413350170000	Korea Standard Time
5085799520401766453	4795379051880887744	-4422891371250242315	1413331197999	1413350438999	Venezuela Time
1202276955820070505	-6050454313678452901	-8432208685017812922	1413331197999	1413334983000	Korea Standard Time
1202276955820070505	6492732535684181668	-8432208685017812922	1413331197999	1413343026000	Korea Standard Time
